Event ID,Condition,Agent,Reporting Agency,Affected Population,City,Event Start Date,Event End Date,Outcome,Cost of Damages ($)
3060.0,Alien Flu,Radioactive Cheese,Intergalactic Health Organization,49714.0,San Francisco,2018-05-27,2022-01-17,Still Dancing,943874.07
4898.0,Gluten Intolerance Pandemic,Cellular Rays,PAHO,18356.0,Boston,2018-02-20,2022-05-06,Lost Sense of Humor,1287562.58
,Gluten Intolerance Pandemic,Cellular Rays,PAHO,34515.0,Miami,2014-06-30,2022-01-28,Still Dancing,1934463.09
8015.0,Gluten Intolerance Pandemic,Radioactive Cheese,National Cheese Board,30410.0,San Francisco,2019-12-28,2022-07-15,Recovered with Allergies,1751274.05
7698.0,Mobile Phone Radiation Syndrome,,FBI,11727.0,Boston,2016-08-09,2021-11-14,,1750877.18
2802.0,Alien Flu,Banana Peels,National Cheese Board,,Chicago,2018-10-19,2021-11-22,Lost Sense of Humor,1408236.58
1677.0,Chocolate Poisoning,Zombie Virus,Intergalactic Health Organization,18348.0,Miami,2020-07-31,2021-11-22,Banished to Space,40087.33
9087.0,,Wheat Molecule Mutation,Banana Safety Commission,4803.0,Austin,2020-04-09,2021-10-03,Became Infected,883718.76
5713.0,Alien Flu,Tickling Bacteria,Banana Safety Commission,6866.0,Boston,2016-01-03,2022-05-27,Banished to Space,1024696.84
8730.0,Gluten Intolerance Pandemic,Zombie Virus,WHO,12218.0,Austin,2015-12-23,2021-12-18,Banished to Space,1685770.15
4004.0,,Mutant Chocolate Strain,FBI,8888.0,Boston,2017-11-03,2022-04-18,Cured,1846069.91
9986.0,Dancing Plague,Mutant Chocolate Strain,World Dance Federation,33615.0,Boston,2017-11-03,2022-04-19,Developed Superpowers,905834.04
1728.0,Mobile Phone Radiation Syndrome,Zombie Virus,Intergalactic Health Organization,24702.0,,,,Cured,604416.97
5734.0,Tickling Fever,Funky Dance Bacteria,PAHO,22658.0,Austin,2017-02-07,2022-04-16,Recovered with Allergies,678022.63
1190.0,Zombie Virus Outbreak,Invisible Dog Virus,Banana Safety Commission,16190.0,Austin,2021-08-19,2021-12-11,Became Infected,1159431.2
5994.0,Gluten Intolerance Pandemic,Banana Peels,WHO,14142.0,Miami,2018-08-28,2022-03-24,Mutated,553569.05
4866.0,Chocolate Poisoning,Radioactive Cheese,WHO,23131.0,Boston,2020-11-19,2022-05-06,Mutated,1821923.76
7039.0,Gluten Intolerance Pandemic,Radioactive Cheese,FBI,,New York,2019-04-25,2022-05-11,Developed Superpowers,840210.7
7445.0,Dancing Plague,Funky Dance Bacteria,National Cheese Board,25367.0,San Francisco,2016-05-03,2022-07-09,Banished to Space,1980178.02
9829.0,Dancing Plague,Wheat Molecule Mutation,Intergalactic Health Organization,49046.0,Miami,,2022-07-07,Banished to Space,223482.92
5045.0,Zombie Virus Outbreak,Alien Spores,Banana Safety Commission,34043.0,,2015-10-23,2021-12-31,Mutated,379819.07
7315.0,Banana Peel Slip Epidemic,Banana Peels,Banana Safety Commission,31615.0,Austin,2016-06-06,2022-02-28,Still Dancing,1025623.42
6624.0,Chocolate Poisoning,Invisible Dog Virus,Intergalactic Health Organization,5616.0,Austin,2014-05-15,2021-12-18,Quarantined,
5158.0,Chocolate Poisoning,Wheat Molecule Mutation,FBI,45212.0,Miami,2015-12-15,2022-04-25,Mutated,711136.45
5111.0,Zombie Virus Outbreak,Wheat Molecule Mutation,Banana Safety Commission,13653.0,Austin,2016-01-18,2021-12-30,Mutated,1675748.41
7834.0,,Invisible Dog Virus,National Cheese Board,38740.0,Austin,2018-07-22,,Quarantined,853777.91
4951.0,Alien Flu,Zombie Virus,FBI,45791.0,Boston,,,Developed Superpowers,1706719.11
6220.0,Chocolate Poisoning,Mutant Chocolate Strain,NASA,37854.0,Boston,2018-06-02,2021-12-21,Cured,558475.7
5058.0,Dancing Plague,Zombie Virus,Intergalactic Health Organization,2696.0,San Francisco,2015-04-30,2021-12-12,Mutated,946424.04
4247.0,Gluten Intolerance Pandemic,Radioactive Cheese,World Dance Federation,19165.0,New York,,2022-02-06,Became Infected,561068.98
2216.0,Radioactive Cheese Contamination,Funky Dance Bacteria,PAHO,41642.0,Chicago,2020-12-18,2022-06-15,Cured,434370.93
7092.0,,Mutant Chocolate Strain,Intergalactic Health Organization,29389.0,Austin,,2022-04-01,Mutated,845185.71
8980.0,Radioactive Cheese Contamination,,World Dance Federation,37512.0,San Francisco,2015-11-21,2021-12-04,Cured,672739.97
6586.0,Banana Peel Slip Epidemic,Tickling Bacteria,World Dance Federation,38363.0,San Francisco,2015-05-08,2022-03-01,Recovered with Allergies,1575358.18
8076.0,Dancing Plague,Mutant Chocolate Strain,NASA,36499.0,,2018-03-23,2022-04-13,Became Infected,
8940.0,Zombie Virus Outbreak,Alien Spores,Banana Safety Commission,33232.0,Boston,2017-12-18,2021-10-14,Developed Superpowers,720314.04
3222.0,Dancing Plague,Tickling Bacteria,PAHO,44216.0,New York,2021-05-05,2022-04-27,Became Infected,1984586.55
8979.0,Invisible Dog Bites,Funky Dance Bacteria,World Dance Federation,26168.0,Miami,2017-12-11,2022-02-11,Banished to Space,1947806.44
2514.0,Zombie Virus Outbreak,Zombie Virus,Banana Safety Commission,25397.0,Miami,2020-06-11,2021-12-20,Quarantined,1836077.79
9608.0,Chocolate Poisoning,Funky Dance Bacteria,Intergalactic Health Organization,40017.0,New York,2017-12-22,2021-12-09,Turned Into Zombie,1175083.45
3883.0,Radioactive Cheese Contamination,Mutant Chocolate Strain,Intergalactic Health Organization,43597.0,Chicago,2018-11-08,2022-07-23,Cured,827559.93
4826.0,Alien Flu,Cellular Rays,Intergalactic Health Organization,,Boston,,2022-03-20,Turned Into Zombie,629480.78
5339.0,Gluten Intolerance Pandemic,Cellular Rays,National Cheese Board,25112.0,San Francisco,2021-07-16,2022-01-30,Became Infected,34988.98
1674.0,Alien Flu,Funky Dance Bacteria,Intergalactic Health Organization,7582.0,Austin,2017-04-21,2022-07-15,Developed Superpowers,1265454.43
7289.0,Chocolate Poisoning,Mutant Chocolate Strain,National Cheese Board,22841.0,Boston,2019-05-18,2022-04-27,Turned Into Zombie,1108558.01
1102.0,Chocolate Poisoning,Zombie Virus,Intergalactic Health Organization,23743.0,Boston,2018-01-12,2021-12-02,Quarantined,1261593.67
4993.0,Chocolate Poisoning,Radioactive Cheese,Intergalactic Health Organization,8271.0,Miami,2021-04-09,2021-12-01,Still Dancing,1154030.05
4708.0,Gluten Intolerance Pandemic,Alien Spores,World Dance Federation,15284.0,Austin,2016-04-30,2021-10-07,Mutated,279743.3
2495.0,Gluten Intolerance Pandemic,Alien Spores,PAHO,8371.0,Miami,2017-10-05,2022-06-01,Turned Into Zombie,1392281.88
4392.0,Chocolate Poisoning,Wheat Molecule Mutation,PAHO,,New York,2019-01-09,2022-03-13,Banished to Space,724069.37
8537.0,Zombie Virus Outbreak,Zombie Virus,National Cheese Board,5239.0,Austin,2019-09-18,2021-12-31,Recovered with Allergies,1035008.19
3785.0,Banana Peel Slip Epidemic,Wheat Molecule Mutation,Intergalactic Health Organization,37032.0,Boston,2018-02-04,2022-07-10,Recovered with Allergies,734479.28
6819.0,Dancing Plague,Mutant Chocolate Strain,PAHO,2424.0,San Francisco,2018-01-14,2022-04-16,Quarantined,48889.74
4659.0,Tickling Fever,Zombie Virus,PAHO,4033.0,San Francisco,2015-12-11,2022-01-31,Cured,1753724.87
5880.0,Mobile Phone Radiation Syndrome,Wheat Molecule Mutation,PAHO,11383.0,,2016-05-24,2021-11-23,Mutated,301723.22
6588.0,Mobile Phone Radiation Syndrome,Invisible Dog Virus,,,San Francisco,2017-03-13,2022-04-07,Still Dancing,1166435.26
5802.0,Alien Flu,Alien Spores,Banana Safety Commission,45225.0,Miami,2018-06-21,2022-02-19,,1766846.37
,Zombie Virus Outbreak,Radioactive Cheese,,40957.0,San Francisco,2016-10-03,2022-01-04,Turned Into Zombie,446551.85
4525.0,Invisible Dog Bites,Radioactive Cheese,WHO,9223.0,,2014-09-20,2022-04-14,Banished to Space,826969.39
4517.0,Chocolate Poisoning,Tickling Bacteria,Intergalactic Health Organization,4352.0,New York,2016-04-26,2022-07-11,Mutated,758575.3
5777.0,Chocolate Poisoning,Tickling Bacteria,Intergalactic Health Organization,45511.0,Austin,2017-03-22,2021-12-19,Became Infected,182994.86
5189.0,Invisible Dog Bites,Funky Dance Bacteria,PAHO,39729.0,,2020-12-28,2022-01-16,Developed Superpowers,849916.96
7933.0,Invisible Dog Bites,Tickling Bacteria,World Dance Federation,26797.0,,2021-09-29,,Lost Sense of Humor,961559.58
7137.0,Banana Peel Slip Epidemic,Invisible Dog Virus,World Dance Federation,161.0,Austin,2018-05-11,,Turned Into Zombie,58061.68
,Radioactive Cheese Contamination,Cellular Rays,FBI,15616.0,Chicago,2018-01-16,2022-01-22,Banished to Space,978846.8
2913.0,Gluten Intolerance Pandemic,Banana Peels,FBI,31752.0,Austin,2017-06-28,2022-05-28,Mutated,192191.1
8335.0,Dancing Plague,Radioactive Cheese,Banana Safety Commission,37527.0,Miami,2018-02-02,2022-07-05,Turned Into Zombie,1785463.01
2150.0,Banana Peel Slip Epidemic,Zombie Virus,PAHO,21474.0,Chicago,2017-09-22,2022-04-21,Developed Superpowers,1302064.71
5137.0,Alien Flu,Alien Spores,NASA,17843.0,Austin,2019-11-01,2022-04-18,Mutated,117571.73
5136.0,Radioactive Cheese Contamination,Banana Peels,World Dance Federation,8947.0,,,2022-03-03,,1654950.82
8729.0,Zombie Virus Outbreak,Wheat Molecule Mutation,,38690.0,Miami,2018-09-05,2022-06-21,Still Dancing,726390.9
2510.0,Mobile Phone Radiation Syndrome,Wheat Molecule Mutation,Intergalactic Health Organization,14532.0,San Francisco,2017-05-12,2022-07-15,Banished to Space,455106.19
4915.0,Gluten Intolerance Pandemic,Cellular Rays,WHO,24566.0,Boston,2018-06-21,2021-12-08,Banished to Space,
7325.0,Radioactive Cheese Contamination,Cellular Rays,Intergalactic Health Organization,27405.0,Chicago,2020-09-14,2022-03-27,Developed Superpowers,1197448.58
4252.0,Radioactive Cheese Contamination,Mutant Chocolate Strain,PAHO,20633.0,Miami,2019-11-17,2022-03-16,Developed Superpowers,167698.1
9935.0,Banana Peel Slip Epidemic,Wheat Molecule Mutation,National Cheese Board,43625.0,New York,2020-05-31,2021-10-05,Became Infected,122196.55
4938.0,Zombie Virus Outbreak,Zombie Virus,NASA,16232.0,Miami,2016-06-09,2022-02-08,Lost Sense of Humor,1256888.53
3511.0,Invisible Dog Bites,Zombie Virus,PAHO,4907.0,Boston,2017-05-23,2022-06-15,Recovered with Allergies,1963909.39
2073.0,Gluten Intolerance Pandemic,Invisible Dog Virus,WHO,32035.0,San Francisco,2016-02-17,2022-02-17,Quarantined,969439.69
3192.0,Radioactive Cheese Contamination,Tickling Bacteria,Banana Safety Commission,11216.0,Miami,2015-11-11,2022-07-08,Lost Sense of Humor,829500.24
9207.0,Banana Peel Slip Epidemic,Radioactive Cheese,National Cheese Board,7548.0,San Francisco,2015-12-29,2022-07-16,,1894659.42
8383.0,Mobile Phone Radiation Syndrome,Funky Dance Bacteria,World Dance Federation,37857.0,San Francisco,2020-05-20,2022-04-22,Mutated,485776.21
6171.0,Tickling Fever,Cellular Rays,WHO,25473.0,New York,2018-09-25,2022-03-29,Lost Sense of Humor,484879.36
9298.0,Tickling Fever,Tickling Bacteria,Intergalactic Health Organization,40885.0,Boston,2015-06-30,2021-11-15,Became Infected,1810706.65
5314.0,Mobile Phone Radiation Syndrome,Zombie Virus,World Dance Federation,44230.0,Miami,2019-02-12,2022-02-12,Quarantined,1295627.7
7480.0,Mobile Phone Radiation Syndrome,Wheat Molecule Mutation,WHO,41178.0,Chicago,2020-02-22,2022-05-20,Recovered with Allergies,112298.66
,Chocolate Poisoning,Mutant Chocolate Strain,Banana Safety Commission,23134.0,Austin,2021-05-17,2022-04-19,Developed Superpowers,1349584.93
5349.0,Radioactive Cheese Contamination,Cellular Rays,WHO,33802.0,Boston,,2021-10-31,Cured,1640962.92
2428.0,Banana Peel Slip Epidemic,Alien Spores,World Dance Federation,33925.0,Austin,2017-02-09,2022-07-03,Became Infected,551536.87
7723.0,Banana Peel Slip Epidemic,Zombie Virus,PAHO,45990.0,Boston,2015-12-18,2022-04-09,Still Dancing,768871.28
7779.0,Radioactive Cheese Contamination,Mutant Chocolate Strain,NASA,10320.0,Boston,2016-06-19,2021-12-29,Cured,399364.85
8856.0,Mobile Phone Radiation Syndrome,Radioactive Cheese,Intergalactic Health Organization,4392.0,Boston,2019-08-04,2021-12-09,Turned Into Zombie,1268525.81
8300.0,Tickling Fever,Tickling Bacteria,Intergalactic Health Organization,43983.0,Boston,2020-06-10,,Banished to Space,1330068.76
7645.0,Tickling Fever,Invisible Dog Virus,World Dance Federation,,Austin,2015-03-27,2021-11-03,Quarantined,141728.98
8670.0,Tickling Fever,Banana Peels,FBI,2052.0,Miami,2018-06-02,2022-05-07,Recovered with Allergies,
3921.0,Alien Flu,Tickling Bacteria,NASA,24538.0,Austin,2020-05-01,2022-04-16,Mutated,1318616.9
9166.0,Dancing Plague,Zombie Virus,National Cheese Board,30793.0,New York,2021-02-17,2022-01-13,Became Infected,75093.24
8244.0,Tickling Fever,Radioactive Cheese,Banana Safety Commission,49699.0,San Francisco,2019-05-01,2021-11-20,Lost Sense of Humor,1112963.3
1878.0,Alien Flu,Cellular Rays,WHO,45409.0,Miami,2019-11-21,2021-10-16,Lost Sense of Humor,1229807.18
9502.0,Zombie Virus Outbreak,Alien Spores,WHO,1471.0,San Francisco,2016-11-25,2021-10-08,,863160.54
,Mobile Phone Radiation Syndrome,Mutant Chocolate Strain,National Cheese Board,3524.0,Austin,2016-03-19,2022-03-28,Cured,1803127.77
5375.0,Zombie Virus Outbreak,Alien Spores,FBI,25167.0,Austin,2020-11-03,2021-10-02,Turned Into Zombie,660096.79
9886.0,Mobile Phone Radiation Syndrome,Radioactive Cheese,PAHO,9030.0,Miami,2018-01-28,2022-07-04,Lost Sense of Humor,139020.85
6005.0,Dancing Plague,Cellular Rays,PAHO,,Austin,2016-06-28,2022-03-30,Still Dancing,1345346.72
9462.0,Chocolate Poisoning,Zombie Virus,WHO,44984.0,Miami,2018-07-24,2022-07-18,Still Dancing,1212414.4
,Radioactive Cheese Contamination,Invisible Dog Virus,World Dance Federation,,Austin,2014-10-27,2022-03-15,Turned Into Zombie,1978171.73
6220.0,Chocolate Poisoning,Alien Spores,FBI,12440.0,,2016-11-18,2022-06-07,Turned Into Zombie,466460.02
4027.0,Alien Flu,Wheat Molecule Mutation,World Dance Federation,22612.0,Chicago,2014-09-15,2022-06-30,Developed Superpowers,794011.3
4124.0,Invisible Dog Bites,Tickling Bacteria,NASA,28021.0,Austin,2018-04-20,2021-12-19,Lost Sense of Humor,925053.69
2753.0,,Wheat Molecule Mutation,Intergalactic Health Organization,28595.0,Boston,2015-06-10,2021-10-26,Recovered with Allergies,1723708.23
9186.0,Banana Peel Slip Epidemic,Radioactive Cheese,WHO,33349.0,Boston,2020-02-16,2022-01-25,,832063.14
6099.0,Radioactive Cheese Contamination,Radioactive Cheese,Banana Safety Commission,34437.0,San Francisco,2019-06-10,2022-05-14,Quarantined,
5335.0,Radioactive Cheese Contamination,Invisible Dog Virus,World Dance Federation,17725.0,Austin,2018-11-23,2022-04-12,Lost Sense of Humor,318100.74
4285.0,Invisible Dog Bites,Mutant Chocolate Strain,NASA,19558.0,,2019-04-09,2022-02-17,Quarantined,822519.87
9552.0,,Funky Dance Bacteria,,36931.0,,2021-04-03,2022-06-29,Mutated,314180.01
9925.0,Mobile Phone Radiation Syndrome,Alien Spores,FBI,9369.0,New York,2015-06-10,2022-05-30,Mutated,1899609.34
1851.0,Banana Peel Slip Epidemic,Alien Spores,FBI,45257.0,San Francisco,2016-07-21,2021-10-16,Banished to Space,359625.82
,Zombie Virus Outbreak,Zombie Virus,National Cheese Board,3961.0,New York,2016-02-23,2022-04-01,Banished to Space,841050.1
2350.0,Radioactive Cheese Contamination,Mutant Chocolate Strain,NASA,30422.0,Chicago,2021-08-10,2021-11-16,Became Infected,169110.14
5918.0,Dancing Plague,Alien Spores,WHO,39977.0,Austin,2019-06-29,2021-10-15,Became Infected,1843160.13
6730.0,Alien Flu,Alien Spores,PAHO,45978.0,Chicago,2015-02-01,2022-04-10,Recovered with Allergies,1249518.44
,Tickling Fever,Mutant Chocolate Strain,FBI,13775.0,San Francisco,2020-03-02,2022-07-09,Recovered with Allergies,1925100.24
,Tickling Fever,Funky Dance Bacteria,Intergalactic Health Organization,33925.0,Boston,2017-05-06,2021-10-13,Cured,89331.91
1993.0,Banana Peel Slip Epidemic,Tickling Bacteria,Banana Safety Commission,38245.0,Boston,2018-05-17,2022-05-15,Banished to Space,
6375.0,Chocolate Poisoning,Banana Peels,Intergalactic Health Organization,,Boston,2017-12-21,2022-01-23,Developed Superpowers,763197.41
2766.0,Alien Flu,Cellular Rays,,47611.0,Austin,2018-06-15,2022-05-11,Lost Sense of Humor,1244613.0
2964.0,Dancing Plague,Zombie Virus,NASA,39314.0,Boston,2016-10-23,2021-10-28,Lost Sense of Humor,662387.76
7601.0,Alien Flu,Zombie Virus,National Cheese Board,1737.0,Chicago,2019-02-27,,Still Dancing,1425188.67
3781.0,Gluten Intolerance Pandemic,Mutant Chocolate Strain,Banana Safety Commission,38805.0,Chicago,2018-06-26,,Recovered with Allergies,334433.45
8019.0,Banana Peel Slip Epidemic,Radioactive Cheese,National Cheese Board,20905.0,Miami,2016-08-08,2021-11-28,Developed Superpowers,1203269.93
3905.0,Alien Flu,Zombie Virus,Banana Safety Commission,28929.0,Austin,2020-03-14,2022-02-24,Recovered with Allergies,798942.52
9290.0,Gluten Intolerance Pandemic,Invisible Dog Virus,Intergalactic Health Organization,22115.0,Boston,2017-07-17,2021-11-20,Recovered with Allergies,1018940.75
1243.0,Alien Flu,Funky Dance Bacteria,World Dance Federation,16141.0,Miami,2018-08-21,2022-02-26,Became Infected,1141417.96
5037.0,Radioactive Cheese Contamination,Funky Dance Bacteria,National Cheese Board,12797.0,New York,2021-05-25,,Turned Into Zombie,124492.28
8938.0,Radioactive Cheese Contamination,Tickling Bacteria,World Dance Federation,36293.0,Miami,2016-08-12,2022-02-25,,1848428.4
6494.0,Alien Flu,Funky Dance Bacteria,National Cheese Board,48736.0,Chicago,2015-12-05,2022-03-20,Still Dancing,1573253.21
3709.0,Mobile Phone Radiation Syndrome,Banana Peels,NASA,19011.0,New York,2018-02-04,2022-02-25,Became Infected,887699.3
8701.0,,Radioactive Cheese,NASA,20651.0,San Francisco,2016-03-26,2022-01-11,Recovered with Allergies,1097201.65
8795.0,Zombie Virus Outbreak,Invisible Dog Virus,PAHO,34847.0,Boston,2017-01-08,2022-02-15,Turned Into Zombie,69908.53
8088.0,Gluten Intolerance Pandemic,Funky Dance Bacteria,World Dance Federation,42153.0,San Francisco,2015-09-27,2022-01-27,Banished to Space,998404.93
2047.0,Gluten Intolerance Pandemic,Radioactive Cheese,World Dance Federation,28972.0,Chicago,2019-03-15,2021-11-05,Cured,855500.3
5378.0,Alien Flu,Tickling Bacteria,PAHO,38236.0,,2014-07-22,,Developed Superpowers,752098.11
7544.0,Chocolate Poisoning,Wheat Molecule Mutation,PAHO,,Boston,2016-07-23,2022-01-31,Mutated,1631627.51
7711.0,Gluten Intolerance Pandemic,Banana Peels,National Cheese Board,24198.0,Chicago,2015-12-11,2022-07-04,Mutated,367939.13
8221.0,Alien Flu,Cellular Rays,World Dance Federation,48476.0,Miami,2014-12-18,,Recovered with Allergies,356738.95
9613.0,Tickling Fever,Radioactive Cheese,PAHO,11985.0,Austin,2016-10-22,2022-04-11,Turned Into Zombie,
7992.0,Dancing Plague,Tickling Bacteria,WHO,44600.0,Austin,2021-01-06,2021-10-20,Recovered with Allergies,1375851.94
9062.0,Mobile Phone Radiation Syndrome,Zombie Virus,FBI,14630.0,Chicago,2020-04-17,,Became Infected,49768.86
,Radioactive Cheese Contamination,Mutant Chocolate Strain,Banana Safety Commission,44808.0,Chicago,2019-04-12,2022-02-21,Turned Into Zombie,1093951.78
6362.0,Dancing Plague,Tickling Bacteria,NASA,42757.0,,2016-05-11,2022-07-18,Developed Superpowers,
6473.0,Banana Peel Slip Epidemic,Invisible Dog Virus,World Dance Federation,4869.0,San Francisco,2018-05-13,2022-02-18,Recovered with Allergies,1514978.63
5570.0,Chocolate Poisoning,Invisible Dog Virus,Banana Safety Commission,5969.0,Miami,2016-08-09,2022-03-13,,940399.45
3452.0,Chocolate Poisoning,Tickling Bacteria,Intergalactic Health Organization,24843.0,Chicago,2015-08-09,2022-02-10,Still Dancing,1668980.15
3083.0,Radioactive Cheese Contamination,Funky Dance Bacteria,FBI,30741.0,Boston,2020-05-29,2022-03-26,Recovered with Allergies,796967.07
6163.0,Alien Flu,Wheat Molecule Mutation,National Cheese Board,2860.0,Austin,2020-03-18,2021-12-23,Developed Superpowers,1655043.65
5833.0,Radioactive Cheese Contamination,Alien Spores,National Cheese Board,36233.0,New York,2020-11-17,2022-04-22,Became Infected,1434431.63
7801.0,Dancing Plague,Funky Dance Bacteria,,22386.0,San Francisco,2015-12-16,2021-11-06,Lost Sense of Humor,1657373.49
4340.0,Gluten Intolerance Pandemic,Alien Spores,Banana Safety Commission,,Miami,2015-03-19,2022-03-14,Mutated,1625778.82
4844.0,Zombie Virus Outbreak,Cellular Rays,Intergalactic Health Organization,24331.0,,2021-08-10,2021-10-23,Mutated,975297.01
1639.0,Chocolate Poisoning,Zombie Virus,National Cheese Board,,San Francisco,2019-07-12,2021-10-17,Banished to Space,739342.36
9096.0,Invisible Dog Bites,Mutant Chocolate Strain,WHO,4747.0,Chicago,2017-01-27,2022-03-08,,1531463.96
9151.0,Banana Peel Slip Epidemic,Tickling Bacteria,NASA,48149.0,Boston,2018-06-07,2022-05-09,,726240.53
9377.0,Chocolate Poisoning,,WHO,27369.0,Boston,2018-11-29,2022-01-09,Mutated,183346.16
6400.0,Zombie Virus Outbreak,Wheat Molecule Mutation,National Cheese Board,48593.0,Chicago,2021-06-30,2021-12-27,Turned Into Zombie,1718395.07
2318.0,Gluten Intolerance Pandemic,Invisible Dog Virus,NASA,659.0,Boston,2021-04-15,2022-03-06,Recovered with Allergies,797410.48
9719.0,Mobile Phone Radiation Syndrome,Cellular Rays,Banana Safety Commission,2403.0,San Francisco,2016-02-24,2021-12-26,Banished to Space,269544.88
4259.0,Gluten Intolerance Pandemic,Cellular Rays,Intergalactic Health Organization,16969.0,Boston,2021-09-04,2022-02-09,,1294721.24
4483.0,Tickling Fever,Banana Peels,Banana Safety Commission,19725.0,New York,2020-02-21,2022-06-16,Still Dancing,1780097.63
4019.0,Chocolate Poisoning,Invisible Dog Virus,Intergalactic Health Organization,20191.0,New York,2019-07-03,2022-03-27,Quarantined,1722626.21
5779.0,Banana Peel Slip Epidemic,Radioactive Cheese,Banana Safety Commission,8998.0,Austin,2014-11-26,2022-07-15,,1111121.41
9766.0,Zombie Virus Outbreak,Zombie Virus,WHO,48803.0,New York,2021-03-29,2022-01-22,Banished to Space,
2324.0,Invisible Dog Bites,Funky Dance Bacteria,World Dance Federation,7207.0,Austin,,2022-07-13,Cured,1394723.15
5404.0,Radioactive Cheese Contamination,Zombie Virus,WHO,3899.0,Boston,2014-09-24,2021-12-21,Cured,1219613.26
6937.0,Chocolate Poisoning,Alien Spores,Banana Safety Commission,40887.0,San Francisco,,2022-05-24,Still Dancing,424245.94
2434.0,Tickling Fever,,Intergalactic Health Organization,41363.0,Austin,2019-02-21,2022-05-26,Still Dancing,1801577.81
9729.0,Gluten Intolerance Pandemic,Tickling Bacteria,WHO,21264.0,Chicago,2018-05-24,2021-12-04,Recovered with Allergies,177902.14
8554.0,Invisible Dog Bites,Tickling Bacteria,World Dance Federation,44901.0,Austin,2017-08-03,2022-02-24,Still Dancing,749211.33
,Invisible Dog Bites,Mutant Chocolate Strain,Intergalactic Health Organization,37148.0,Miami,2016-09-17,2022-04-21,Banished to Space,193593.44
9384.0,Alien Flu,Alien Spores,,38047.0,Chicago,2017-09-20,2022-01-21,Lost Sense of Humor,1824329.99
9666.0,Banana Peel Slip Epidemic,Mutant Chocolate Strain,Intergalactic Health Organization,31083.0,Miami,2018-01-08,2022-04-06,,75591.34
5269.0,Gluten Intolerance Pandemic,Banana Peels,,35813.0,,2014-09-22,2022-07-18,Still Dancing,854400.73
8378.0,Gluten Intolerance Pandemic,Banana Peels,Banana Safety Commission,13374.0,San Francisco,2015-08-01,2021-12-22,Quarantined,1724248.48
3437.0,Alien Flu,Cellular Rays,World Dance Federation,11950.0,Miami,,2022-07-02,Developed Superpowers,506507.77
5552.0,Radioactive Cheese Contamination,Cellular Rays,World Dance Federation,23404.0,,2016-07-30,2022-01-07,Developed Superpowers,214499.48
2354.0,Zombie Virus Outbreak,Funky Dance Bacteria,National Cheese Board,2264.0,Miami,2017-02-17,2022-06-30,Quarantined,258373.64
4400.0,Zombie Virus Outbreak,Cellular Rays,Banana Safety Commission,12390.0,Miami,2017-08-12,2022-04-15,Quarantined,812845.51
8196.0,,Mutant Chocolate Strain,PAHO,,,2019-02-13,2021-11-02,Mutated,860020.81
4754.0,Invisible Dog Bites,Funky Dance Bacteria,Banana Safety Commission,16709.0,Chicago,2019-11-19,2021-12-17,Cured,1437563.49
7265.0,Chocolate Poisoning,Cellular Rays,NASA,14737.0,,2019-09-25,2022-02-07,Recovered with Allergies,479667.68
1158.0,Mobile Phone Radiation Syndrome,Alien Spores,FBI,6603.0,Miami,2014-08-14,2021-12-10,Lost Sense of Humor,1405170.16
7741.0,Chocolate Poisoning,Wheat Molecule Mutation,FBI,8388.0,Boston,2015-05-21,2022-05-30,Turned Into Zombie,1997957.08
2837.0,Chocolate Poisoning,Tickling Bacteria,Banana Safety Commission,39790.0,Chicago,2018-07-02,2022-02-15,Became Infected,1729180.49
5611.0,Gluten Intolerance Pandemic,Funky Dance Bacteria,Intergalactic Health Organization,17285.0,Miami,2019-09-08,2022-03-22,Mutated,1272970.81
2025.0,Gluten Intolerance Pandemic,Cellular Rays,National Cheese Board,20957.0,San Francisco,2017-04-20,2021-10-16,Developed Superpowers,1880125.44
8812.0,Gluten Intolerance Pandemic,Funky Dance Bacteria,Banana Safety Commission,8729.0,New York,2014-05-18,2021-11-15,Banished to Space,
8246.0,Dancing Plague,Cellular Rays,WHO,30122.0,Austin,,2021-10-29,Banished to Space,
,Alien Flu,Zombie Virus,NASA,44193.0,Miami,2015-01-15,2021-11-08,Lost Sense of Humor,550892.1
1677.0,Dancing Plague,Zombie Virus,National Cheese Board,8825.0,Chicago,2015-05-04,2022-04-16,Still Dancing,1830391.6
5046.0,Chocolate Poisoning,Funky Dance Bacteria,FBI,23233.0,Boston,2020-11-30,2022-03-04,Lost Sense of Humor,1689168.58
4821.0,Gluten Intolerance Pandemic,Alien Spores,National Cheese Board,29337.0,Austin,2014-09-10,2022-07-10,Turned Into Zombie,173799.47
3375.0,Dancing Plague,Zombie Virus,NASA,4360.0,San Francisco,2016-02-02,2021-11-27,,1873067.53
1275.0,Dancing Plague,Alien Spores,,15377.0,San Francisco,2014-11-24,2022-05-01,Still Dancing,735608.58
7859.0,Dancing Plague,Cellular Rays,Intergalactic Health Organization,41520.0,Chicago,2016-08-15,2022-06-19,Quarantined,647561.39
2588.0,Tickling Fever,,Banana Safety Commission,24190.0,San Francisco,2018-04-13,2021-10-23,Quarantined,689822.37
5581.0,Invisible Dog Bites,Wheat Molecule Mutation,Intergalactic Health Organization,28747.0,Miami,2016-11-12,2022-07-23,Cured,643436.54
1245.0,Zombie Virus Outbreak,Mutant Chocolate Strain,NASA,36631.0,Chicago,2017-06-01,2022-05-26,Quarantined,1034470.23
